kind,N,threshold,trial,ms
random,38700,10,3,2
random,38700,10,4,2
random,38700,10,5,2
random,38700,10,6,2
random,38700,10,7,2
random,38700,20,1,2
random,38700,20,2,2
random,38700,20,3,2
random,38700,20,4,1
random,38700,20,5,2
random,38700,20,6,1
random,38700,20,7,1
random,38700,30,1,2
random,38700,30,2,1
random,38700,30,3,2
random,38700,30,4,1
random,38700,30,5,1
random,38700,30,6,1
random,38700,30,7,1
random,38700,50,1,1
random,38700,50,2,1
random,38700,50,3,1
random,38700,50,4,1
random,38700,50,5,1
random,38700,50,6,1
random,38700,50,7,1
random,38800,5,1,2
random,38800,5,2,2
random,38800,5,3,2
random,38800,5,4,2
random,38800,5,5,2
random,38800,5,6,2
random,38800,5,7,2
random,38800,10,1,2
random,38800,10,2,2
random,38800,10,3,2
random,38800,10,4,2
random,38800,10,5,2
random,38800,10,6,2
random,38800,10,7,2
random,38800,20,1,1
random,38800,20,2,1
random,38800,20,3,1
random,38800,20,4,2
random,38800,20,5,2
random,38800,20,6,2
random,38800,20,7,2
random,38800,30,1,2
random,38800,30,2,2
random,38800,30,3,2
random,38800,30,4,2
random,38800,30,5,2
random,38800,30,6,2
random,38800,30,7,2
random,38800,50,1,2
random,38800,50,2,1
random,38800,50,3,1
random,38800,50,4,1
random,38800,50,5,1
random,38800,50,6,1
random,38800,50,7,1
random,38900,5,1,2
random,38900,5,2,2
random,38900,5,3,2
random,38900,5,4,2
random,38900,5,5,2
random,38900,5,6,2
random,38900,5,7,2
random,38900,10,1,2
random,38900,10,2,2
random,38900,10,3,2
random,38900,10,4,2
random,38900,10,5,2
random,38900,10,6,2
random,38900,10,7,2
random,38900,20,1,2
random,38900,20,2,2
random,38900,20,3,2
random,38900,20,4,2
random,38900,20,5,2
random,38900,20,6,2
random,38900,20,7,2
random,38900,30,1,2
random,38900,30,2,1
random,38900,30,3,1
random,38900,30,4,2
random,38900,30,5,2
random,38900,30,6,2
random,38900,30,7,2
random,38900,50,1,1
random,38900,50,2,1
random,38900,50,3,1
random,38900,50,4,1
random,38900,50,5,1
random,38900,50,6,1
random,38900,50,7,1
random,39000,5,1,2
random,39000,5,2,2
random,39000,5,3,2
random,39000,5,4,2
random,39000,5,5,2
random,39000,5,6,2
random,39000,5,7,2
random,39000,10,1,2
random,39000,10,2,2
random,39000,10,3,2
random,39000,10,4,2
random,39000,10,5,2
random,39000,10,6,2
random,39000,10,7,2
random,39000,20,1,2
random,39000,20,2,1
random,39000,20,3,2
random,39000,20,4,2
random,39000,20,5,2
random,39000,20,6,2
random,39000,20,7,2
random,39000,30,1,2
random,39000,30,2,2
random,39000,30,3,2
random,39000,30,4,2
random,39000,30,5,2
random,39000,30,6,2
random,39000,30,7,2
random,39000,50,1,2
random,39000,50,2,1
random,39000,50,3,1
random,39000,50,4,1
random,39000,50,5,1
random,39000,50,6,1
random,39000,50,7,1
random,39100,5,1,2
random,39100,5,2,2
random,39100,5,3,2
random,39100,5,4,2
random,39100,5,5,2
random,39100,5,6,2
random,39100,5,7,2
random,39100,10,1,2
random,39100,10,2,2
random,39100,10,3,2
random,39100,10,4,2
random,39100,10,5,2
random,39100,10,6,2
random,39100,10,7,2
random,39100,20,1,2
random,39100,20,2,2
random,39100,20,3,2
random,39100,20,4,2
random,39100,20,5,2
random,39100,20,6,2
random,39100,20,7,2
random,39100,30,1,2
random,39100,30,2,2
random,39100,30,3,2
random,39100,30,4,2
random,39100,30,5,2
random,39100,30,6,2
random,39100,30,7,2
random,39100,50,1,1
random,39100,50,2,1
random,39100,50,3,2
random,39100,50,4,1
random,39100,50,5,1
random,39100,50,6,1
random,39100,50,7,2
random,39200,5,1,2
random,39200,5,2,2
random,39200,5,3,2
random,39200,5,4,2
random,39200,5,5,2
random,39200,5,6,2
random,39200,5,7,2
random,39200,10,1,2
random,39200,10,2,2
random,39200,10,3,2
random,39200,10,4,2
random,39200,10,5,2
random,39200,10,6,2
random,39200,10,7,2
random,39200,20,1,2
random,39200,20,2,2
random,39200,20,3,2
random,39200,20,4,2
random,39200,20,5,2
random,39200,20,6,2
random,39200,20,7,2
random,39200,30,1,2
random,39200,30,2,2
random,39200,30,3,2
random,39200,30,4,2
random,39200,30,5,2
random,39200,30,6,2
random,39200,30,7,2
random,39200,50,1,2
random,39200,50,2,2
random,39200,50,3,2
random,39200,50,4,2
random,39200,50,5,2
random,39200,50,6,2
random,39200,50,7,2
random,39300,5,1,2
random,39300,5,2,2
random,39300,5,3,2
random,39300,5,4,2
random,39300,5,5,2
random,39300,5,6,2
random,39300,5,7,2
random,39300,10,1,2
random,39300,10,2,2
random,39300,10,3,2
random,39300,10,4,2
random,39300,10,5,2
random,39300,10,6,2
random,39300,10,7,2
random,39300,20,1,2
random,39300,20,2,2
random,39300,20,3,2
random,39300,20,4,2
random,39300,20,5,2
random,39300,20,6,2
random,39300,20,7,2
random,39300,30,1,2
random,39300,30,2,2
random,39300,30,3,2
random,39300,30,4,2
random,39300,30,5,2
random,39300,30,6,2
random,39300,30,7,2
random,39300,50,1,2
random,39300,50,2,2
random,39300,50,3,2
random,39300,50,4,1
random,39300,50,5,2
random,39300,50,6,2
random,39300,50,7,2
random,39400,5,1,2
random,39400,5,2,2
random,39400,5,3,2
random,39400,5,4,2
random,39400,5,5,2
random,39400,5,6,2
random,39400,5,7,2
random,39400,10,1,2
random,39400,10,2,2
random,39400,10,3,2
random,39400,10,4,2
random,39400,10,5,2
random,39400,10,6,2
random,39400,10,7,2
random,39400,20,1,2
random,39400,20,2,2
random,39400,20,3,2
random,39400,20,4,2
random,39400,20,5,2
random,39400,20,6,2
random,39400,20,7,2
random,39400,30,1,2
random,39400,30,2,2
random,39400,30,3,2
random,39400,30,4,2
random,39400,30,5,2
random,39400,30,6,2
random,39400,30,7,2
random,39400,50,1,2
random,39400,50,2,2
random,39400,50,3,2
random,39400,50,4,2
random,39400,50,5,2
random,39400,50,6,2
random,39400,50,7,2
random,39500,5,1,2
random,39500,5,2,2
random,39500,5,3,2
random,39500,5,4,2
random,39500,5,5,2
random,39500,5,6,3
random,39500,5,7,3
random,39500,10,1,2
random,39500,10,2,2
random,39500,10,3,3
random,39500,10,4,2
random,39500,10,5,2
random,39500,10,6,2
random,39500,10,7,2
random,39500,20,1,2
random,39500,20,2,2
random,39500,20,3,2
random,39500,20,4,2
random,39500,20,5,2
random,39500,20,6,2
random,39500,20,7,2
random,39500,30,1,2
random,39500,30,2,2
random,39500,30,3,2
random,39500,30,4,2
random,39500,30,5,2
random,39500,30,6,2
random,39500,30,7,2
random,39500,50,1,2
random,39500,50,2,2
random,39500,50,3,2
random,39500,50,4,2
random,39500,50,5,2
random,39500,50,6,2
random,39500,50,7,2
random,39600,5,1,2
random,39600,5,2,2
random,39600,5,3,2
random,39600,5,4,2
random,39600,5,5,2
random,39600,5,6,2
random,39600,5,7,2
random,39600,10,1,2
random,39600,10,2,2
random,39600,10,3,2
random,39600,10,4,2
random,39600,10,5,2
random,39600,10,6,2
random,39600,10,7,2
random,39600,20,1,2
random,39600,20,2,2
random,39600,20,3,2
random,39600,20,4,2
random,39600,20,5,2
random,39600,20,6,2
random,39600,20,7,2
random,39600,30,1,2
random,39600,30,2,2
random,39600,30,3,2
random,39600,30,4,2
random,39600,30,5,2
random,39600,30,6,2
random,39600,30,7,2
random,39600,50,1,2
random,39600,50,2,1
random,39600,50,3,2
random,39600,50,4,2
random,39600,50,5,1
random,39600,50,6,1
random,39600,50,7,2
random,39700,5,1,2
random,39700,5,2,2
random,39700,5,3,2
random,39700,5,4,2
random,39700,5,5,2
random,39700,5,6,2
random,39700,5,7,2
random,39700,10,1,2
random,39700,10,2,2
random,39700,10,3,2
random,39700,10,4,2
random,39700,10,5,2
random,39700,10,6,2
random,39700,10,7,2
random,39700,20,1,2
random,39700,20,2,2
random,39700,20,3,2
random,39700,20,4,2
random,39700,20,5,2
random,39700,20,6,2
random,39700,20,7,2
random,39700,30,1,2
random,39700,30,2,2
random,39700,30,3,2
random,39700,30,4,2
random,39700,30,5,2
random,39700,30,6,2
random,39700,30,7,2
random,39700,50,1,2
random,39700,50,2,2
random,39700,50,3,2
random,39700,50,4,1
random,39700,50,5,2
random,39700,50,6,2
random,39700,50,7,2
random,39800,5,1,2
random,39800,5,2,2
random,39800,5,3,2
random,39800,5,4,2
random,39800,5,5,2
random,39800,5,6,2
random,39800,5,7,2
random,39800,10,1,2
random,39800,10,2,2
random,39800,10,3,2
random,39800,10,4,2
random,39800,10,5,2
random,39800,10,6,2
random,39800,10,7,2
random,39800,20,1,2
random,39800,20,2,2
random,39800,20,3,2
random,39800,20,4,2
random,39800,20,5,2
random,39800,20,6,2
random,39800,20,7,2
random,39800,30,1,2
random,39800,30,2,2
random,39800,30,3,2
random,39800,30,4,2
random,39800,30,5,2
random,39800,30,6,2
random,39800,30,7,2
random,39800,50,1,1
random,39800,50,2,1
random,39800,50,3,2
random,39800,50,4,2
random,39800,50,5,2
random,39800,50,6,2
random,39800,50,7,2
random,39900,5,1,2
random,39900,5,2,2
random,39900,5,3,2
random,39900,5,4,2
random,39900,5,5,2
random,39900,5,6,2
random,39900,5,7,2
random,39900,10,1,2
random,39900,10,2,2
random,39900,10,3,2
random,39900,10,4,2
random,39900,10,5,2
random,39900,10,6,2
random,39900,10,7,2
random,39900,20,1,2
random,39900,20,2,2
random,39900,20,3,2
random,39900,20,4,2
random,39900,20,5,2
random,39900,20,6,2
random,39900,20,7,2
random,39900,30,1,2
random,39900,30,2,2
random,39900,30,3,2
random,39900,30,4,2
random,39900,30,5,2
random,39900,30,6,2
random,39900,30,7,2
random,39900,50,1,2
random,39900,50,2,2
random,39900,50,3,2
random,39900,50,4,1
random,39900,50,5,2
random,39900,50,6,2
random,39900,50,7,2
random,40000,5,1,2
random,40000,5,2,2
random,40000,5,3,2
random,40000,5,4,2
random,40000,5,5,2
random,40000,5,6,2
random,40000,5,7,2
random,40000,10,1,2
random,40000,10,2,2
random,40000,10,3,2
random,40000,10,4,2
random,40000,10,5,2
random,40000,10,6,2
random,40000,10,7,2
random,40000,20,1,2
random,40000,20,2,2
random,40000,20,3,2
random,40000,20,4,2
random,40000,20,5,2
random,40000,20,6,2
random,40000,20,7,2
random,40000,30,1,2
random,40000,30,2,2
random,40000,30,3,2
random,40000,30,4,2
random,40000,30,5,2
random,40000,30,6,2
random,40000,30,7,2
random,40000,50,1,2
random,40000,50,2,2
random,40000,50,3,2
random,40000,50,4,2
random,40000,50,5,2
random,40000,50,6,2
random,40000,50,7,2
random,40100,5,1,2
random,40100,5,2,2
random,40100,5,3,2
random,40100,5,4,2
random,40100,5,5,2
random,40100,5,6,2
random,40100,5,7,2
random,40100,10,1,2
random,40100,10,2,2
random,40100,10,3,2
random,40100,10,4,2
random,40100,10,5,2
random,40100,10,6,2
random,40100,10,7,2
random,40100,20,1,2
random,40100,20,2,2
random,40100,20,3,2
random,40100,20,4,2
random,40100,20,5,2
random,40100,20,6,2
random,40100,20,7,2
random,40100,30,1,2
random,40100,30,2,2
random,40100,30,3,2
random,40100,30,4,2
random,40100,30,5,2
random,40100,30,6,2
random,40100,30,7,2
random,40100,50,1,1
random,40100,50,2,1
random,40100,50,3,2
random,40100,50,4,2
random,40100,50,5,2
random,40100,50,6,2
random,40100,50,7,2
random,40200,5,1,2
random,40200,5,2,2
random,40200,5,3,2
random,40200,5,4,2
random,40200,5,5,2
random,40200,5,6,2
random,40200,5,7,2
random,40200,10,1,2
random,40200,10,2,2
random,40200,10,3,2
random,40200,10,4,2
random,40200,10,5,2
random,40200,10,6,2
random,40200,10,7,2
random,40200,20,1,2
random,40200,20,2,2
random,40200,20,3,2
random,40200,20,4,2
random,40200,20,5,2
random,40200,20,6,2
random,40200,20,7,2
random,40200,30,1,2
random,40200,30,2,2
random,40200,30,3,2
random,40200,30,4,2
random,40200,30,5,2
random,40200,30,6,2
random,40200,30,7,2
random,40200,50,1,2
random,40200,50,2,2
random,40200,50,3,2
random,40200,50,4,2
random,40200,50,5,2
random,40200,50,6,2
random,40200,50,7,2
random,40300,5,1,2
random,40300,5,2,2
random,40300,5,3,2
random,40300,5,4,2
random,40300,5,5,2
random,40300,5,6,2
random,40300,5,7,2
random,40300,10,1,2
random,40300,10,2,2
random,40300,10,3,2
random,40300,10,4,2
random,40300,10,5,2
random,40300,10,6,2
random,40300,10,7,2
random,40300,20,1,2
random,40300,20,2,2
random,40300,20,3,2
random,40300,20,4,2
random,40300,20,5,2
random,40300,20,6,2
random,40300,20,7,2
random,40300,30,1,2
random,40300,30,2,2
random,40300,30,3,2
random,40300,30,4,2
random,40300,30,5,2
random,40300,30,6,2
random,40300,30,7,2
random,40300,50,1,2
random,40300,50,2,2
random,40300,50,3,2
random,40300,50,4,2
random,40300,50,5,2
random,40300,50,6,2
random,40300,50,7,2
random,40400,5,1,2
random,40400,5,2,2
random,40400,5,3,2
random,40400,5,4,2
random,40400,5,5,2
random,40400,5,6,2
random,40400,5,7,2
random,40400,10,1,2
random,40400,10,2,2
random,40400,10,3,2
random,40400,10,4,2
random,40400,10,5,2
random,40400,10,6,2
random,40400,10,7,2
random,40400,20,1,2
random,40400,20,2,2
random,40400,20,3,2
random,40400,20,4,2
random,40400,20,5,2
random,40400,20,6,2
random,40400,20,7,2
random,40400,30,1,2
random,40400,30,2,2
random,40400,30,3,2
random,40400,30,4,2
random,40400,30,5,2
random,40400,30,6,2
random,40400,30,7,2
random,40400,50,1,2
random,40400,50,2,2
random,40400,50,3,2
random,40400,50,4,2
random,40400,50,5,2
random,40400,50,6,2
random,40400,50,7,2
random,40500,5,1,2
random,40500,5,2,2
random,40500,5,3,2
random,40500,5,4,2
random,40500,5,5,2
random,40500,5,6,2
random,40500,5,7,2
random,40500,10,1,2
random,40500,10,2,2
random,40500,10,3,2
random,40500,10,4,2
random,40500,10,5,2
random,40500,10,6,2
random,40500,10,7,2
random,40500,20,1,2
random,40500,20,2,2
random,40500,20,3,2
random,40500,20,4,2
random,40500,20,5,2
random,40500,20,6,2
random,40500,20,7,2
random,40500,30,1,2
random,40500,30,2,2
random,40500,30,3,2
random,40500,30,4,2
random,40500,30,5,2
random,40500,30,6,2
random,40500,30,7,2
random,40500,50,1,2
random,40500,50,2,2
random,40500,50,3,2
random,40500,50,4,2
random,40500,50,5,2
random,40500,50,6,2
random,40500,50,7,2
random,40600,5,1,2
random,40600,5,2,2
random,40600,5,3,2
random,40600,5,4,2
random,40600,5,5,2
random,40600,5,6,2
random,40600,5,7,2
random,40600,10,1,2
random,40600,10,2,2
random,40600,10,3,2
random,40600,10,4,2
random,40600,10,5,2
random,40600,10,6,2
random,40600,10,7,2
random,40600,20,1,2
random,40600,20,2,2
random,40600,20,3,2
random,40600,20,4,2
random,40600,20,5,2
random,40600,20,6,2
random,40600,20,7,2
random,40600,30,1,2
random,40600,30,2,2
random,40600,30,3,2
random,40600,30,4,2
random,40600,30,5,2
random,40600,30,6,2
random,40600,30,7,2
random,40600,50,1,2
random,40600,50,2,2
random,40600,50,3,2
random,40600,50,4,2
random,40600,50,5,2
random,40600,50,6,2
random,40600,50,7,2
random,40700,5,1,2
random,40700,5,2,2
random,40700,5,3,2
random,40700,5,4,2
random,40700,5,5,2
random,40700,5,6,2
random,40700,5,7,2
random,40700,10,1,2
random,40700,10,2,2
random,40700,10,3,2
random,40700,10,4,2
random,40700,10,5,2
random,40700,10,6,2
random,40700,10,7,2
random,40700,20,1,2
random,40700,20,2,2
random,40700,20,3,2
random,40700,20,4,2
random,40700,20,5,2
random,40700,20,6,2
random,40700,20,7,2
random,40700,30,1,2
random,40700,30,2,2
random,40700,30,3,2
random,40700,30,4,2
random,40700,30,5,2
random,40700,30,6,2
random,40700,30,7,2
random,40700,50,1,2
random,40700,50,2,2
random,40700,50,3,2
random,40700,50,4,2
random,40700,50,5,2
random,40700,50,6,2
random,40700,50,7,2
random,40800,5,1,2
random,40800,5,2,2
random,40800,5,3,2
random,40800,5,4,2
random,40800,5,5,2
random,40800,5,6,2
random,40800,5,7,2
random,40800,10,1,2
random,40800,10,2,2
random,40800,10,3,2
random,40800,10,4,2
random,40800,10,5,2
random,40800,10,6,2
random,40800,10,7,2
random,40800,20,1,2
random,40800,20,2,2
random,40800,20,3,2
random,40800,20,4,2
random,40800,20,5,2
random,40800,20,6,2
random,40800,20,7,2
random,40800,30,1,2
random,40800,30,2,2
random,40800,30,3,2
random,40800,30,4,2
random,40800,30,5,2
random,40800,30,6,2
random,40800,30,7,2
random,40800,50,1,2
random,40800,50,2,2
random,40800,50,3,2
random,40800,50,4,2
random,40800,50,5,2
random,40800,50,6,2
random,40800,50,7,2
random,40900,5,1,2
random,40900,5,2,2
random,40900,5,3,2
random,40900,5,4,2
random,40900,5,5,2
random,40900,5,6,2
random,40900,5,7,2
random,40900,10,1,2
random,40900,10,2,2
random,40900,10,3,2
random,40900,10,4,2
random,40900,10,5,2
random,40900,10,6,2
random,40900,10,7,2
random,40900,20,1,2
random,40900,20,2,2
random,40900,20,3,2
random,40900,20,4,2
random,40900,20,5,2
random,40900,20,6,2
random,40900,20,7,2
random,40900,30,1,2
random,40900,30,2,2
random,40900,30,3,2
random,40900,30,4,2
random,40900,30,5,2
random,40900,30,6,2
random,40900,30,7,2
random,40900,50,1,2
random,40900,50,2,2
random,40900,50,3,2
random,40900,50,4,2
random,40900,50,5,2
random,40900,50,6,2
random,40900,50,7,2
random,41000,5,1,2
random,41000,5,2,2
random,41000,5,3,2
random,41000,5,4,2
random,41000,5,5,2
random,41000,5,6,2
random,41000,5,7,2
random,41000,10,1,2
random,41000,10,2,2
random,41000,10,3,2
random,41000,10,4,2
random,41000,10,5,2
random,41000,10,6,2
random,41000,10,7,2
random,41000,20,1,2
random,41000,20,2,2
random,41000,20,3,2
random,41000,20,4,2
random,41000,20,5,2
random,41000,20,6,2
random,41000,20,7,2
random,41000,30,1,2
random,41000,30,2,2
random,41000,30,3,2
random,41000,30,4,2
random,41000,30,5,2
random,41000,30,6,2
random,41000,30,7,2
random,41000,50,1,2
random,41000,50,2,2
random,41000,50,3,2
random,41000,50,4,2
random,41000,50,5,2
random,41000,50,6,2
random,41000,50,7,2
random,41100,5,1,2
random,41100,5,2,2
random,41100,5,3,2
random,41100,5,4,2
random,41100,5,5,2
random,41100,5,6,2
random,41100,5,7,2
random,41100,10,1,2
random,41100,10,2,2
random,41100,10,3,2
random,41100,10,4,2
random,41100,10,5,2
random,41100,10,6,2
random,41100,10,7,2
random,41100,20,1,2
random,41100,20,2,2
random,41100,20,3,2
random,41100,20,4,2
random,41100,20,5,2
random,41100,20,6,2
random,41100,20,7,2
random,41100,30,1,2
random,41100,30,2,2
random,41100,30,3,2
random,41100,30,4,2
random,41100,30,5,2
random,41100,30,6,2
random,41100,30,7,2
random,41100,50,1,2
random,41100,50,2,2
random,41100,50,3,2
random,41100,50,4,2
random,41100,50,5,2
random,41100,50,6,2
random,41100,50,7,2
random,41200,5,1,2
random,41200,5,2,2
random,41200,5,3,2
random,41200,5,4,2
random,41200,5,5,2
random,41200,5,6,2
random,41200,5,7,2
random,41200,10,1,2
random,41200,10,2,2
random,41200,10,3,2
random,41200,10,4,2
random,41200,10,5,2
random,41200,10,6,2
random,41200,10,7,2
random,41200,20,1,2
random,41200,20,2,2
random,41200,20,3,2
random,41200,20,4,2
random,41200,20,5,2
random,41200,20,6,2
random,41200,20,7,2
random,41200,30,1,2
random,41200,30,2,2
random,41200,30,3,2
random,41200,30,4,2
random,41200,30,5,2
random,41200,30,6,2
random,41200,30,7,2
random,41200,50,1,2
random,41200,50,2,2
random,41200,50,3,2
random,41200,50,4,2
random,41200,50,5,2
random,41200,50,6,2
random,41200,50,7,2
random,41300,5,1,2
random,41300,5,2,2
random,41300,5,3,2
random,41300,5,4,2
random,41300,5,5,2
random,41300,5,6,2
random,41300,5,7,2
random,41300,10,1,2
random,41300,10,2,2
random,41300,10,3,2
random,41300,10,4,2
random,41300,10,5,2
random,41300,10,6,2
random,41300,10,7,2
random,41300,20,1,2
random,41300,20,2,2
random,41300,20,3,2
random,41300,20,4,2
random,41300,20,5,2
random,41300,20,6,2
random,41300,20,7,2
random,41300,30,1,2
random,41300,30,2,2
random,41300,30,3,2
random,41300,30,4,2
random,41300,30,5,2
random,41300,30,6,2
random,41300,30,7,2
random,41300,50,1,2
random,41300,50,2,2
random,41300,50,3,2
random,41300,50,4,2
random,41300,50,5,2
random,41300,50,6,2
random,41300,50,7,2
random,41400,5,1,2
random,41400,5,2,2
random,41400,5,3,2
random,41400,5,4,2
random,41400,5,5,2
random,41400,5,6,2
random,41400,5,7,2
random,41400,10,1,2
random,41400,10,2,2
random,41400,10,3,2
random,41400,10,4,2
random,41400,10,5,2
random,41400,10,6,2
random,41400,10,7,2
random,41400,20,1,2
random,41400,20,2,2
random,41400,20,3,2
random,41400,20,4,2
random,41400,20,5,2
random,41400,20,6,2
random,41400,20,7,2
random,41400,30,1,2
random,41400,30,2,2
random,41400,30,3,2
random,41400,30,4,2
random,41400,30,5,2
random,41400,30,6,2
random,41400,30,7,2
random,41400,50,1,2
random,41400,50,2,2
random,41400,50,3,2
random,41400,50,4,2
random,41400,50,5,2
random,41400,50,6,2
random,41400,50,7,2
random,41500,5,1,2
random,41500,5,2,2
random,41500,5,3,2
random,41500,5,4,2
random,41500,5,5,2
random,41500,5,6,2
random,41500,5,7,2
random,41500,10,1,2
random,41500,10,2,2
random,41500,10,3,2
random,41500,10,4,2
random,41500,10,5,2
random,41500,10,6,2
random,41500,10,7,2
random,41500,20,1,2
random,41500,20,2,2
random,41500,20,3,2
random,41500,20,4,2
random,41500,20,5,2
random,41500,20,6,2
random,41500,20,7,2
random,41500,30,1,2
random,41500,30,2,2
random,41500,30,3,2
random,41500,30,4,2
random,41500,30,5,2
random,41500,30,6,2
random,41500,30,7,2
random,41500,50,1,2
random,41500,50,2,2
random,41500,50,3,2
